claim_id,claim_date,claim_amount,claim_type,policy_id,description
5858,2024-02-05 17:00,5798,theft,1028,Basement flooded after storm
5859,2024-02-05 18:00,2283,liability,1606,Water leak from roof
5860,2024-02-05 19:00,51,flood,1565,Injury due to slippery floor
5861,2024-02-05 20:00,3454,collision,1111,Car vandalism report
5862,2024-02-05 21:00,11852,collision,1127,Fire damage in kitchen
5863,2024-02-05 22:00,545,liability,1008,Minor collision on street
5864,2024-02-05 23:00,662,collision,1128,Stolen bike reported
5865,2024-02-06 00:00,10521,theft,1575,Minor collision on street
5866,2024-02-06 01:00,1328,theft,1766,Fire damage in kitchen
5867,2024-02-06 02:00,5,fire,1240,Electrical fire in bedroom
5868,2024-02-06 03:00,2528,fire,1887,Injury due to slippery floor
5869,2024-02-06 04:00,3078,flood,1138,Stolen bike reported
5870,2024-02-06 05:00,6381,collision,1618,Injury due to slippery floor
5871,2024-02-06 06:00,3588,fire,1025,Car vandalism report
5872,2024-02-06 07:00,21338,fire,1941,Injury due to slippery floor
5873,2024-02-06 08:00,572,collision,1048,Car vandalism report
5874,2024-02-06 09:00,1547,fire,1253,Minor collision on street
5875,2024-02-06 10:00,5711,flood,1353,Basement flooded after storm
5876,2024-02-06 11:00,6568,liability,1325,Fire damage in kitchen
5877,2024-02-06 12:00,347,fire,1555,Minor collision on street
5878,2024-02-06 13:00,6164,flood,1298,Minor collision on street
5879,2024-02-06 14:00,6158,theft,1704,Minor collision on street
5880,2024-02-06 15:00,11894,collision,1536,Minor collision on street
5881,2024-02-06 16:00,7394,fire,1381,Car vandalism report
5882,2024-02-06 17:00,19071,collision,1107,Water leak from roof
5883,2024-02-06 18:00,1213,collision,1593,Basement flooded after storm
5884,2024-02-06 19:00,1106,theft,1555,Basement flooded after storm
5885,2024-02-06 20:00,1772,flood,1375,Minor collision on street
5886,2024-02-06 21:00,4656,flood,1669,Fire damage in kitchen
5887,2024-02-06 22:00,421,theft,1181,Electrical fire in bedroom
5888,2024-02-06 23:00,1916,flood,1034,Injury due to slippery floor
5889,2024-02-07 00:00,10250,flood,1500,Minor collision on street
5890,2024-02-07 01:00,1686,collision,1767,Water leak from roof
5891,2024-02-07 02:00,5945,fire,1724,Car vandalism report
5892,2024-02-07 03:00,585,theft,1728,Injury due to slippery floor
5893,2024-02-07 04:00,1119,collision,1172,Car vandalism report
5894,2024-02-07 05:00,1147,liability,1022,Stolen bike reported
5895,2024-02-07 06:00,13989,collision,1676,Stolen bike reported
5896,2024-02-07 07:00,116,theft,1675,Car vandalism report
5897,2024-02-07 08:00,4921,fire,1946,Fire damage in kitchen
5898,2024-02-07 09:00,4037,flood,1965,Basement flooded after storm
5899,2024-02-07 10:00,523,fire,1882,Fire damage in kitchen
5900,2024-02-07 11:00,4811,liability,1814,Stolen bike reported
5901,2024-02-07 12:00,838,flood,1361,Basement flooded after storm
5902,2024-02-07 13:00,99,theft,1365,Car vandalism report
5903,2024-02-07 14:00,3037,liability,1074,Fire damage in kitchen
5904,2024-02-07 15:00,2950,theft,1914,Water leak from roof
5905,2024-02-07 16:00,2471,collision,1195,Injury due to slippery floor
5906,2024-02-07 17:00,1103,liability,1865,Water leak from roof
5907,2024-02-07 18:00,7090,liability,1292,Electrical fire in bedroom
5908,2024-02-07 19:00,19622,theft,1052,Injury due to slippery floor
5909,2024-02-07 20:00,12177,liability,1437,Basement flooded after storm
5910,2024-02-07 21:00,3371,liability,1203,Car vandalism report
5911,2024-02-07 22:00,9106,fire,1124,Minor collision on street
5912,2024-02-07 23:00,914,theft,1821,Basement flooded after storm
5913,2024-02-08 00:00,18648,liability,1973,Water leak from roof
5914,2024-02-08 01:00,3890,theft,1473,Electrical fire in bedroom
5915,2024-02-08 02:00,4514,fire,1727,Basement flooded after storm
5916,2024-02-08 03:00,20640,flood,1565,Car vandalism report
5917,2024-02-08 04:00,7010,fire,1360,Electrical fire in bedroom
5918,2024-02-08 05:00,4042,flood,1617,Minor collision on street
5919,2024-02-08 06:00,919,flood,1976,Minor collision on street
5920,2024-02-08 07:00,4579,theft,1295,Stolen bike reported
5921,2024-02-08 08:00,312,flood,1285,Basement flooded after storm
5922,2024-02-08 09:00,13393,fire,1165,Injury due to slippery floor
5923,2024-02-08 10:00,8267,liability,1312,Minor collision on street
5924,2024-02-08 11:00,149,theft,1574,Water leak from roof
5925,2024-02-08 12:00,2011,fire,1023,Basement flooded after storm
5926,2024-02-08 13:00,3321,theft,1296,Stolen bike reported
5927,2024-02-08 14:00,22242,collision,1575,Car vandalism report
5928,2024-02-08 15:00,136,liability,1550,Water leak from roof
5929,2024-02-08 16:00,1807,theft,1240,Minor collision on street
5930,2024-02-08 17:00,3006,collision,1981,Stolen bike reported
5931,2024-02-08 18:00,10280,liability,1762,Fire damage in kitchen
5932,2024-02-08 19:00,28223,fire,1545,Stolen bike reported
5933,2024-02-08 20:00,5487,flood,1200,Minor collision on street
5934,2024-02-08 21:00,4730,theft,1004,Injury due to slippery floor
5935,2024-02-08 22:00,642,liability,1082,Water leak from roof
5936,2024-02-08 23:00,6200,collision,1987,Stolen bike reported
5937,2024-02-09 00:00,1731,theft,1671,Stolen bike reported
5938,2024-02-09 01:00,2627,fire,1555,Minor collision on street
5939,2024-02-09 02:00,3544,flood,1990,Minor collision on street
5940,2024-02-09 03:00,1356,theft,1076,Minor collision on street
5941,2024-02-09 04:00,2719,liability,1741,Basement flooded after storm
5942,2024-02-09 05:00,11183,fire,1834,Injury due to slippery floor
5943,2024-02-09 06:00,682,collision,1010,Car vandalism report
5944,2024-02-09 07:00,16095,theft,1933,Fire damage in kitchen
5945,2024-02-09 08:00,843,liability,1181,Stolen bike reported
5946,2024-02-09 09:00,18013,fire,1215,Injury due to slippery floor
5947,2024-02-09 10:00,4881,collision,1892,Stolen bike reported
5948,2024-02-09 11:00,3612,liability,1646,Water leak from roof
5949,2024-02-09 12:00,38,theft,1028,Fire damage in kitchen
5950,2024-02-09 13:00,1886,collision,1471,Injury due to slippery floor
5951,2024-02-09 14:00,4877,collision,1967,Car vandalism report
5952,2024-02-09 15:00,2351,liability,1772,Stolen bike reported
5953,2024-02-09 16:00,5118,flood,1490,Water leak from roof
5954,2024-02-09 17:00,5771,collision,1195,Basement flooded after storm
5955,2024-02-09 18:00,2591,collision,1749,Car vandalism report
5956,2024-02-09 19:00,4922,flood,1751,Minor collision on street
5957,2024-02-09 20:00,1768,liability,1244,Stolen bike reported
5958,2024-02-09 21:00,9096,liability,1565,Water leak from roof
5959,2024-02-09 22:00,1368,liability,1451,Fire damage in kitchen
5960,2024-02-09 23:00,4110,fire,1411,Minor collision on street
5961,2024-02-10 00:00,2450,flood,1026,Car vandalism report
5962,2024-02-10 01:00,2118,collision,1487,Water leak from roof
5963,2024-02-10 02:00,3380,flood,1261,Stolen bike reported
5964,2024-02-10 03:00,6243,collision,1404,Car vandalism report
5965,2024-02-10 04:00,3448,liability,1000,Basement flooded after storm
5966,2024-02-10 05:00,3741,collision,1691,Stolen bike reported
5967,2024-02-10 06:00,5033,liability,1990,Car vandalism report
5968,2024-02-10 07:00,6879,fire,1216,Fire damage in kitchen
5969,2024-02-10 08:00,3053,flood,1297,Fire damage in kitchen
5970,2024-02-10 09:00,3896,theft,1379,Electrical fire in bedroom
5971,2024-02-10 10:00,2235,theft,1485,Stolen bike reported
5972,2024-02-10 11:00,1669,collision,1986,Electrical fire in bedroom
5973,2024-02-10 12:00,9407,collision,1422,Minor collision on street
5974,2024-02-10 13:00,18847,liability,1717,Electrical fire in bedroom
5975,2024-02-10 14:00,3506,fire,1888,Car vandalism report
5976,2024-02-10 15:00,5999,flood,1892,Fire damage in kitchen
5977,2024-02-10 16:00,2147,fire,1352,Basement flooded after storm
5978,2024-02-10 17:00,5149,fire,1760,Fire damage in kitchen
5979,2024-02-10 18:00,19,flood,1909,Car vandalism report
5980,2024-02-10 19:00,5034,fire,1614,Minor collision on street
5981,2024-02-10 20:00,18924,flood,1310,Car vandalism report
5982,2024-02-10 21:00,891,collision,1771,Electrical fire in bedroom
5983,2024-02-10 22:00,11474,liability,1373,Car vandalism report
5984,2024-02-10 23:00,2847,flood,1893,Injury due to slippery floor
5985,2024-02-11 00:00,1726,collision,1748,Water leak from roof
5986,2024-02-11 01:00,2972,flood,1393,Stolen bike reported
5987,2024-02-11 02:00,221,theft,1128,Water leak from roof
5988,2024-02-11 03:00,1394,collision,1358,Stolen bike reported
5989,2024-02-11 04:00,8176,flood,1115,Minor collision on street
5990,2024-02-11 05:00,10056,flood,1357,Car vandalism report
5991,2024-02-11 06:00,11142,liability,1534,Water leak from roof
5992,2024-02-11 07:00,5368,collision,1924,Basement flooded after storm
5993,2024-02-11 08:00,9234,liability,1630,Car vandalism report
5994,2024-02-11 09:00,933,flood,1471,Injury due to slippery floor
5995,2024-02-11 10:00,3250,fire,1493,Electrical fire in bedroom
5996,2024-02-11 11:00,985,flood,1015,Minor collision on street
5997,2024-02-11 12:00,2557,fire,1848,Water leak from roof
5998,2024-02-11 13:00,4216,theft,1620,Minor collision on street
5999,2024-02-11 14:00,9857,liability,1881,Minor collision on street
6000,2024-02-11 15:00,1634,theft,1226,Stolen bike reported
6001,2024-02-11 16:00,8760,collision,1907,Electrical fire in bedroom
6002,2024-02-11 17:00,16619,theft,1783,Water leak from roof
6003,2024-02-11 18:00,3115,collision,1288,Injury due to slippery floor
6004,2024-02-11 19:00,2035,theft,1565,Injury due to slippery floor
6005,2024-02-11 20:00,24764,fire,1199,Car vandalism report
6006,2024-02-11 21:00,154,fire,1383,Electrical fire in bedroom
6007,2024-02-11 22:00,4786,theft,1423,Car vandalism report
6008,2024-02-11 23:00,4180,liability,1132,Electrical fire in bedroom
6009,2024-02-12 00:00,2336,fire,1527,Stolen bike reported
6010,2024-02-12 01:00,10244,flood,1526,Basement flooded after storm
6011,2024-02-12 02:00,3497,fire,1138,Fire damage in kitchen
6012,2024-02-12 03:00,1691,flood,1045,Basement flooded after storm
6013,2024-02-12 04:00,12224,theft,1448,Fire damage in kitchen
6014,2024-02-12 05:00,4290,flood,1970,Fire damage in kitchen
6015,2024-02-12 06:00,10628,fire,1405,Fire damage in kitchen
6016,2024-02-12 07:00,2068,collision,1252,Injury due to slippery floor
6017,2024-02-12 08:00,3305,fire,1963,Water leak from roof
6018,2024-02-12 09:00,11557,collision,1807,Electrical fire in bedroom
6019,2024-02-12 10:00,2347,fire,1037,Minor collision on street
6020,2024-02-12 11:00,12499,flood,1225,Minor collision on street
6021,2024-02-12 12:00,1487,liability,1233,Fire damage in kitchen
6022,2024-02-12 13:00,4220,collision,1926,Water leak from roof
6023,2024-02-12 14:00,14769,theft,1997,Car vandalism report
6024,2024-02-12 15:00,4432,theft,1682,Electrical fire in bedroom
6025,2024-02-12 16:00,2370,flood,1256,Water leak from roof
6026,2024-02-12 17:00,15011,theft,1802,Electrical fire in bedroom
6027,2024-02-12 18:00,13609,theft,1245,Basement flooded after storm
6028,2024-02-12 19:00,659,fire,1141,Fire damage in kitchen
6029,2024-02-12 20:00,2321,liability,1170,Basement flooded after storm
6030,2024-02-12 21:00,9852,liability,1057,Electrical fire in bedroom
6031,2024-02-12 22:00,1299,liability,1345,Water leak from roof
6032,2024-02-12 23:00,3569,liability,1451,Water leak from roof
6033,2024-02-13 00:00,1910,flood,1090,Electrical fire in bedroom
6034,2024-02-13 01:00,11755,liability,1624,Water leak from roof
6035,2024-02-13 02:00,9989,theft,1218,Fire damage in kitchen
6036,2024-02-13 03:00,12572,liability,1049,Minor collision on street
6037,2024-02-13 04:00,1999,theft,1505,Electrical fire in bedroom
6038,2024-02-13 05:00,33475,theft,1350,Minor collision on street
6039,2024-02-13 06:00,26623,theft,1751,Fire damage in kitchen
6040,2024-02-13 07:00,4070,flood,1511,Fire damage in kitchen
6041,2024-02-13 08:00,3586,flood,1287,Basement flooded after storm
6042,2024-02-13 09:00,16013,fire,1542,Basement flooded after storm
6043,2024-02-13 10:00,13161,liability,1482,Stolen bike reported
6044,2024-02-13 11:00,33108,fire,1323,Basement flooded after storm
6045,2024-02-13 12:00,17146,fire,1632,Car vandalism report
6046,2024-02-13 13:00,1615,flood,1654,Injury due to slippery floor
6047,2024-02-13 14:00,12184,fire,1711,Electrical fire in bedroom
6048,2024-02-13 15:00,350,liability,1311,Electrical fire in bedroom
6049,2024-02-13 16:00,6092,flood,1011,Electrical fire in bedroom
6050,2024-02-13 17:00,16711,flood,1200,Minor collision on street
6051,2024-02-13 18:00,16555,flood,1335,Fire damage in kitchen
6052,2024-02-13 19:00,13140,fire,1871,Car vandalism report
6053,2024-02-13 20:00,2361,theft,1799,Injury due to slippery floor
6054,2024-02-13 21:00,14953,fire,1295,Water leak from roof
6055,2024-02-13 22:00,6811,flood,1642,Stolen bike reported
6056,2024-02-13 23:00,9525,collision,1413,Injury due to slippery floor
6057,2024-02-14 00:00,3282,fire,1303,Electrical fire in bedroom
6058,2024-02-14 01:00,577,collision,1085,Electrical fire in bedroom
6059,2024-02-14 02:00,2314,collision,1640,Injury due to slippery floor
6060,2024-02-14 03:00,3318,theft,1781,Injury due to slippery floor
6061,2024-02-14 04:00,10082,liability,1984,Stolen bike reported
6062,2024-02-14 05:00,3586,collision,1412,Minor collision on street
6063,2024-02-14 06:00,4089,flood,1144,Fire damage in kitchen
6064,2024-02-14 07:00,17389,liability,1165,Electrical fire in bedroom
6065,2024-02-14 08:00,11751,flood,1795,Injury due to slippery floor
6066,2024-02-14 09:00,7919,fire,1726,Injury due to slippery floor
6067,2024-02-14 10:00,6531,collision,1635,Basement flooded after storm
6068,2024-02-14 11:00,8019,liability,1391,Injury due to slippery floor
6069,2024-02-14 12:00,4854,flood,1514,Basement flooded after storm
6070,2024-02-14 13:00,5507,liability,1348,Stolen bike reported
6071,2024-02-14 14:00,4378,fire,1698,Electrical fire in bedroom
6072,2024-02-14 15:00,1863,collision,1569,Car vandalism report
6073,2024-02-14 16:00,489,collision,1418,Electrical fire in bedroom
6074,2024-02-14 17:00,20285,flood,1693,Car vandalism report
6075,2024-02-14 18:00,3357,collision,1787,Injury due to slippery floor
6076,2024-02-14 19:00,12283,fire,1134,Basement flooded after storm
6077,2024-02-14 20:00,4265,collision,1963,Stolen bike reported
6078,2024-02-14 21:00,1554,fire,1375,Stolen bike reported
6079,2024-02-14 22:00,8158,collision,1635,Basement flooded after storm
6080,2024-02-14 23:00,25363,theft,1774,Car vandalism report
6081,2024-02-15 00:00,14599,liability,1875,Injury due to slippery floor
6082,2024-02-15 01:00,11465,liability,1526,Electrical fire in bedroom
6083,2024-02-15 02:00,21073,theft,1651,Fire damage in kitchen
6084,2024-02-15 03:00,387,liability,1737,Car vandalism report
6085,2024-02-15 04:00,2805,flood,1694,Basement flooded after storm
6086,2024-02-15 05:00,3756,fire,1225,Electrical fire in bedroom
6087,2024-02-15 06:00,12192,collision,1546,Minor collision on street
6088,2024-02-15 07:00,3666,fire,1211,Water leak from roof
6089,2024-02-15 08:00,8895,fire,1536,Basement flooded after storm
6090,2024-02-15 09:00,8977,liability,1897,Electrical fire in bedroom
6091,2024-02-15 10:00,839,fire,1074,Car vandalism report
6092,2024-02-15 11:00,4925,collision,1306,Fire damage in kitchen
6093,2024-02-15 12:00,3478,theft,1404,Car vandalism report
6094,2024-02-15 13:00,10689,collision,1052,Car vandalism report
6095,2024-02-15 14:00,6015,liability,1807,Injury due to slippery floor
6096,2024-02-15 15:00,420,liability,1432,Electrical fire in bedroom
6097,2024-02-15 16:00,4957,collision,1586,Electrical fire in bedroom
6098,2024-02-15 17:00,7447,theft,1748,Car vandalism report
6099,2024-02-15 18:00,856,collision,1611,Car vandalism report
6100,2024-02-15 19:00,6207,flood,1343,Car vandalism report
6101,2024-02-15 20:00,5000,liability,1392,Electrical fire in bedroom
6102,2024-02-15 21:00,6150,liability,1881,Injury due to slippery floor
6103,2024-02-15 22:00,5213,flood,1750,Minor collision on street
6104,2024-02-15 23:00,5086,theft,1296,Stolen bike reported
6105,2024-02-16 00:00,6721,liability,1999,Stolen bike reported
6106,2024-02-16 01:00,1894,theft,1364,Stolen bike reported
6107,2024-02-16 02:00,2384,collision,1555,Fire damage in kitchen
6108,2024-02-16 03:00,5149,collision,1355,Electrical fire in bedroom
6109,2024-02-16 04:00,920,flood,1242,Basement flooded after storm
6110,2024-02-16 05:00,9312,collision,1824,Stolen bike reported
6111,2024-02-16 06:00,4912,liability,1684,Injury due to slippery floor
6112,2024-02-16 07:00,2613,liability,1960,Electrical fire in bedroom
6113,2024-02-16 08:00,2686,flood,1321,Fire damage in kitchen
6114,2024-02-16 09:00,152,theft,1809,Minor collision on street
6115,2024-02-16 10:00,4744,theft,1234,Basement flooded after storm
6116,2024-02-16 11:00,15914,liability,1869,Stolen bike reported
6117,2024-02-16 12:00,1320,fire,1447,Car vandalism report
6118,2024-02-16 13:00,5639,liability,1815,Minor collision on street
6119,2024-02-16 14:00,2391,collision,1413,Injury due to slippery floor
6120,2024-02-16 15:00,12547,theft,1459,Basement flooded after storm
6121,2024-02-16 16:00,2830,flood,1903,Injury due to slippery floor
6122,2024-02-16 17:00,968,flood,1374,Minor collision on street
6123,2024-02-16 18:00,1922,fire,1467,Basement flooded after storm
6124,2024-02-16 19:00,5752,liability,1970,Water leak from roof
6125,2024-02-16 20:00,2068,theft,1705,Electrical fire in bedroom
6126,2024-02-16 21:00,12467,flood,1851,Fire damage in kitchen
6127,2024-02-16 22:00,12330,flood,1158,Car vandalism report
6128,2024-02-16 23:00,721,collision,1401,Injury due to slippery floor
6129,2024-02-17 00:00,5006,fire,1081,Car vandalism report
6130,2024-02-17 01:00,6641,fire,1907,Minor collision on street
6131,2024-02-17 02:00,724,collision,1013,Fire damage in kitchen
6132,2024-02-17 03:00,563,liability,1283,Minor collision on street
6133,2024-02-17 04:00,12810,theft,1239,Electrical fire in bedroom
6134,2024-02-17 05:00,6352,fire,1331,Car vandalism report
6135,2024-02-17 06:00,9604,fire,1971,Water leak from roof
6136,2024-02-17 07:00,1153,fire,1087,Car vandalism report
6137,2024-02-17 08:00,415,flood,1378,Electrical fire in bedroom
6138,2024-02-17 09:00,2574,collision,1323,Injury due to slippery floor
6139,2024-02-17 10:00,2036,flood,1282,Electrical fire in bedroom
6140,2024-02-17 11:00,17028,theft,1090,Minor collision on street
6141,2024-02-17 12:00,5060,collision,1538,Fire damage in kitchen
6142,2024-02-17 13:00,9673,theft,1199,Injury due to slippery floor
6143,2024-02-17 14:00,3270,fire,1305,Basement flooded after storm
6144,2024-02-17 15:00,27,liability,1843,Stolen bike reported
6145,2024-02-17 16:00,91,fire,1378,Electrical fire in bedroom
6146,2024-02-17 17:00,1011,fire,1725,Injury due to slippery floor
6147,2024-02-17 18:00,13263,flood,1955,Electrical fire in bedroom
6148,2024-02-17 19:00,642,fire,1180,Water leak from roof
6149,2024-02-17 20:00,2041,flood,1098,Water leak from roof
6150,2024-02-17 21:00,16214,fire,1208,Basement flooded after storm
6151,2024-02-17 22:00,2934,flood,1364,Minor collision on street
6152,2024-02-17 23:00,5182,theft,1042,Injury due to slippery floor
6153,2024-02-18 00:00,3269,liability,1884,Stolen bike reported
6154,2024-02-18 01:00,2817,liability,1856,Car vandalism report
6155,2024-02-18 02:00,12343,fire,1733,Injury due to slippery floor
6156,2024-02-18 03:00,14144,fire,1845,Water leak from roof
6157,2024-02-18 04:00,2255,liability,1453,Stolen bike reported
6158,2024-02-18 05:00,4180,flood,1388,Injury due to slippery floor
6159,2024-02-18 06:00,19763,liability,1587,Minor collision on street
6160,2024-02-18 07:00,8789,theft,1502,Injury due to slippery floor
6161,2024-02-18 08:00,6866,fire,1905,Injury due to slippery floor
6162,2024-02-18 09:00,1478,flood,1473,Fire damage in kitchen
6163,2024-02-18 10:00,1689,flood,1944,Minor collision on street
6164,2024-02-18 11:00,5393,liability,1165,Minor collision on street
6165,2024-02-18 12:00,7655,collision,1868,Water leak from roof
6166,2024-02-18 13:00,5497,flood,1140,Fire damage in kitchen
6167,2024-02-18 14:00,4313,collision,1386,Minor collision on street
6168,2024-02-18 15:00,6379,flood,1040,Car vandalism report
6169,2024-02-18 16:00,2528,flood,1352,Water leak from roof
6170,2024-02-18 17:00,19658,fire,1439,Electrical fire in bedroom
6171,2024-02-18 18:00,5022,collision,1854,Fire damage in kitchen
6172,2024-02-18 19:00,7541,fire,1007,Minor collision on street
6173,2024-02-18 20:00,7728,liability,1976,Injury due to slippery floor
6174,2024-02-18 21:00,1734,liability,1904,Water leak from roof
6175,2024-02-18 22:00,9374,theft,1181,Minor collision on street
6176,2024-02-18 23:00,1352,flood,1198,Fire damage in kitchen
6177,2024-02-19 00:00,3815,liability,1478,Minor collision on street
6178,2024-02-19 01:00,1115,flood,1928,Injury due to slippery floor
6179,2024-02-19 02:00,3759,theft,1384,Car vandalism report
6180,2024-02-19 03:00,5068,flood,1577,Basement flooded after storm
6181,2024-02-19 04:00,11110,liability,1407,Injury due to slippery floor
6182,2024-02-19 05:00,5060,collision,1264,Minor collision on street
6183,2024-02-19 06:00,11784,flood,1398,Minor collision on street
6184,2024-02-19 07:00,3294,flood,1792,Fire damage in kitchen
6185,2024-02-19 08:00,1045,collision,1984,Electrical fire in bedroom
6186,2024-02-19 09:00,8651,theft,1905,Basement flooded after storm
6187,2024-02-19 10:00,5587,flood,1243,Car vandalism report
6188,2024-02-19 11:00,566,collision,1591,Fire damage in kitchen
6189,2024-02-19 12:00,3202,flood,1860,Fire damage in kitchen
6190,2024-02-19 13:00,2861,flood,1928,Fire damage in kitchen
6191,2024-02-19 14:00,1070,theft,1314,Water leak from roof
6192,2024-02-19 15:00,4852,collision,1951,Stolen bike reported
6193,2024-02-19 16:00,1098,theft,1507,Stolen bike reported
6194,2024-02-19 17:00,3386,liability,1552,Basement flooded after storm
6195,2024-02-19 18:00,6490,theft,1645,Electrical fire in bedroom
6196,2024-02-19 19:00,7713,collision,1466,Basement flooded after storm
6197,2024-02-19 20:00,6894,liability,1619,Water leak from roof
6198,2024-02-19 21:00,16284,theft,1903,Electrical fire in bedroom
6199,2024-02-19 22:00,1325,flood,1685,Basement flooded after storm
6200,2024-02-19 23:00,2686,liability,1366,Injury due to slippery floor
6201,2024-02-20 00:00,1023,theft,1108,Fire damage in kitchen
6202,2024-02-20 01:00,18891,theft,1418,Injury due to slippery floor
6203,2024-02-20 02:00,4670,theft,1267,Electrical fire in bedroom
6204,2024-02-20 03:00,6137,collision,1891,Injury due to slippery floor
6205,2024-02-20 04:00,2683,collision,1914,Basement flooded after storm
6206,2024-02-20 05:00,49,flood,1302,Car vandalism report
6207,2024-02-20 06:00,328,theft,1260,Fire damage in kitchen
6208,2024-02-20 07:00,17218,flood,1630,Fire damage in kitchen
6209,2024-02-20 08:00,17307,flood,1185,Car vandalism report
6210,2024-02-20 09:00,2481,collision,1613,Stolen bike reported
6211,2024-02-20 10:00,7385,theft,1548,Fire damage in kitchen
6212,2024-02-20 11:00,6335,flood,1521,Electrical fire in bedroom
6213,2024-02-20 12:00,5288,liability,1142,Minor collision on street
6214,2024-02-20 13:00,7125,liability,1139,Water leak from roof
6215,2024-02-20 14:00,4680,theft,1285,Water leak from roof
6216,2024-02-20 15:00,505,collision,1577,Stolen bike reported
6217,2024-02-20 16:00,3337,fire,1153,Water leak from roof
6218,2024-02-20 17:00,19621,collision,1536,Minor collision on street
6219,2024-02-20 18:00,550,fire,1235,Minor collision on street
6220,2024-02-20 19:00,27,liability,1370,Fire damage in kitchen
6221,2024-02-20 20:00,3638,fire,1660,Car vandalism report
6222,2024-02-20 21:00,4173,flood,1172,Stolen bike reported
6223,2024-02-20 22:00,3887,flood,1840,Water leak from roof
6224,2024-02-20 23:00,8160,fire,1431,Fire damage in kitchen
6225,2024-02-21 00:00,5366,collision,1418,Fire damage in kitchen
6226,2024-02-21 01:00,6574,liability,1574,Stolen bike reported
6227,2024-02-21 02:00,6553,fire,1723,Minor collision on street
6228,2024-02-21 03:00,4571,theft,1226,Fire damage in kitchen
6229,2024-02-21 04:00,4959,theft,1419,Water leak from roof
6230,2024-02-21 05:00,3974,collision,1237,Water leak from roof
6231,2024-02-21 06:00,2062,theft,1569,Minor collision on street
6232,2024-02-21 07:00,4290,flood,1640,Injury due to slippery floor
6233,2024-02-21 08:00,5128,collision,1300,Fire damage in kitchen
6234,2024-02-21 09:00,417,liability,1933,Electrical fire in bedroom
6235,2024-02-21 10:00,3966,flood,1357,Water leak from roof
6236,2024-02-21 11:00,2017,flood,1006,Water leak from roof
6237,2024-02-21 12:00,9543,flood,1998,Fire damage in kitchen
6238,2024-02-21 13:00,17393,liability,1603,Car vandalism report
6239,2024-02-21 14:00,12597,theft,1238,Stolen bike reported
6240,2024-02-21 15:00,26148,liability,1988,Minor collision on street
6241,2024-02-21 16:00,977,liability,1734,Basement flooded after storm
6242,2024-02-21 17:00,1922,collision,1805,Car vandalism report
6243,2024-02-21 18:00,1172,fire,1875,Water leak from roof
6244,2024-02-21 19:00,1912,flood,1995,Minor collision on street
6245,2024-02-21 20:00,13508,fire,1759,Car vandalism report
6246,2024-02-21 21:00,9137,flood,1093,Basement flooded after storm
6247,2024-02-21 22:00,1247,flood,1198,Water leak from roof
6248,2024-02-21 23:00,28063,liability,1147,Water leak from roof
6249,2024-02-22 00:00,7483,flood,1736,Stolen bike reported
6250,2024-02-22 01:00,311,theft,1284,Injury due to slippery floor
6251,2024-02-22 02:00,13562,theft,1716,Minor collision on street
6252,2024-02-22 03:00,7523,collision,1049,Basement flooded after storm
6253,2024-02-22 04:00,7290,collision,1119,Car vandalism report
6254,2024-02-22 05:00,4462,collision,1668,Fire damage in kitchen
6255,2024-02-22 06:00,3122,fire,1362,Basement flooded after storm
6256,2024-02-22 07:00,6378,flood,1908,Electrical fire in bedroom
6257,2024-02-22 08:00,2133,liability,1650,Car vandalism report
6258,2024-02-22 09:00,2083,fire,1351,Stolen bike reported
6259,2024-02-22 10:00,1803,flood,1440,Water leak from roof
6260,2024-02-22 11:00,9991,fire,1901,Injury due to slippery floor
6261,2024-02-22 12:00,2367,flood,1140,Basement flooded after storm
6262,2024-02-22 13:00,7705,liability,1184,Electrical fire in bedroom
6263,2024-02-22 14:00,2987,flood,1714,Basement flooded after storm
6264,2024-02-22 15:00,3171,theft,1721,Stolen bike reported
6265,2024-02-22 16:00,3501,flood,1761,Minor collision on street
6266,2024-02-22 17:00,1877,collision,1327,Car vandalism report
6267,2024-02-22 18:00,4797,fire,1820,Water leak from roof
6268,2024-02-22 19:00,6192,theft,1568,Injury due to slippery floor
6269,2024-02-22 20:00,626,fire,1111,Basement flooded after storm
6270,2024-02-22 21:00,391,flood,1506,Electrical fire in bedroom
6271,2024-02-22 22:00,13967,theft,1786,Electrical fire in bedroom
6272,2024-02-22 23:00,796,liability,1267,Car vandalism report
6273,2024-02-23 00:00,427,flood,1101,Water leak from roof
6274,2024-02-23 01:00,5161,theft,1605,Basement flooded after storm
6275,2024-02-23 02:00,20979,theft,1210,Basement flooded after storm
6276,2024-02-23 03:00,1791,flood,1236,Water leak from roof
6277,2024-02-23 04:00,749,liability,1593,Stolen bike reported
6278,2024-02-23 05:00,2455,flood,1874,Water leak from roof
6279,2024-02-23 06:00,7418,fire,1610,Car vandalism report
6280,2024-02-23 07:00,457,theft,1592,Minor collision on street
6281,2024-02-23 08:00,2031,collision,1649,Water leak from roof
6282,2024-02-23 09:00,12751,fire,1565,Basement flooded after storm
6283,2024-02-23 10:00,3574,theft,1541,Stolen bike reported
6284,2024-02-23 11:00,17522,liability,1101,Minor collision on street
6285,2024-02-23 12:00,11187,flood,1139,Minor collision on street
6286,2024-02-23 13:00,1314,theft,1986,Minor collision on street
6287,2024-02-23 14:00,5142,liability,1423,Injury due to slippery floor
